fileName;synonyms;closestWords;relatedWords;categories
read_,_to.svg;lukea&opiskella&käydä kirjojen kimppuun&skannata;oppia&painaa muistiin&ahtaa päähänsä&käsittää&anagrammatoida&lukea uudelleen&lukea kursorisesti&tavata&luetella&sanella&lukea väärin&lukea pintapuolisesti&lukea huulilta&korjauslukea&virkkaa&huutaa&sanoa&esittää&okumak&päntätä&liplezen&napsia&läsa&literate&lueskella&lukaista&kuulla&luin;oppia&opetella ulkoa&opetella&painaa muistiin&päntätä&takoa päähänsä&paahtaa&ahtaa päähänsä&tulkita&selittää&kokea&käsittää&lukea anagrammina&anagrammatoida&lukea uudelleen&lukea kursorisesti&selvittää&tavata&luetella&sanella&lukea väärin&vilkaista&silmäillä&lukea hutaisten&lukea pintapuolisesti&lukea huulilta&oikolukea&korjauslukea&keskustella&puhua&lausua&sanoa&jaaritella&virkkaa&huutaa&kuulua;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
read_2_,_to.svg;lukea&opiskella&käydä kirjojen kimppuun&skannata;oppia&painaa muistiin&ahtaa päähänsä&käsittää&anagrammatoida&lukea uudelleen&lukea kursorisesti&tavata&luetella&sanella&lukea väärin&lukea pintapuolisesti&lukea huulilta&korjauslukea&virkkaa&huutaa&sanoa&esittää&okumak&päntätä&liplezen&napsia&läsa&literate&lueskella&lukaista&kuulla&luin;oppia&opetella ulkoa&opetella&painaa muistiin&päntätä&takoa päähänsä&paahtaa&ahtaa päähänsä&tulkita&selittää&kokea&käsittää&lukea anagrammina&anagrammatoida&lukea uudelleen&lukea kursorisesti&selvittää&tavata&luetella&sanella&lukea väärin&vilkaista&silmäillä&lukea hutaisten&lukea pintapuolisesti&lukea huulilta&oikolukea&korjauslukea&keskustella&puhua&lausua&sanoa&jaaritella&virkkaa&huutaa&kuulua;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
read_3_,_to.svg;lukea&opiskella&käydä kirjojen kimppuun&skannata;oppia&painaa muistiin&ahtaa päähänsä&käsittää&anagrammatoida&lukea uudelleen&lukea kursorisesti&tavata&luetella&sanella&lukea väärin&lukea pintapuolisesti&lukea huulilta&korjauslukea&virkkaa&huutaa&sanoa&esittää&okumak&päntätä&liplezen&napsia&läsa&literate&lueskella&lukaista&kuulla&luin;oppia&opetella ulkoa&opetella&painaa muistiin&päntätä&takoa päähänsä&paahtaa&ahtaa päähänsä&tulkita&selittää&kokea&käsittää&lukea anagrammina&anagrammatoida&lukea uudelleen&lukea kursorisesti&selvittää&tavata&luetella&sanella&lukea väärin&vilkaista&silmäillä&lukea hutaisten&lukea pintapuolisesti&lukea huulilta&oikolukea&korjauslukea&keskustella&puhua&lausua&sanoa&jaaritella&virkkaa&huutaa&kuulua;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
read_book_,_to.svg;lukea kirjaa;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
receive_,_to.svg;vastaanottaa&hyväksyä jäseneksi&ottaa jäseneksi&ottaa vastaan&kokea&olla&saada;muuttaa&sulautua&kerätä&hahmottaa&kuulla&läpikäydä&ottaa&kauhistua&painostaa&vastaanottaa varastettua tavaraa&hankkia&suostua&suorittaa ylioppilastutkinto&periä&kutsua&ahdistua&päästä&huolestua&receive&kiihottua&avioitua&saama&joutua&juuttua&uppoutua&noukkia&ahavoitua&ulkoilla&kihlautua;kärsiä&muuttaa&sulautua&imeä&kerätä&havaita&huomata&käsittää&hahmottaa&kuulla&läpikäydä&ottaa&kauhistua&painostaa&vastaanottaa varastettua tavaraa&hankkia&hyväksyä&suostua&suorittaa akateeminen loppututkinto&valmistua&valmistua korkeakoulusta&saada oppiarvo&suorittaa tutkinto&suorittaa ylioppilastutkinto&periä&kutsua;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
relax_,_to.svg;rentoutua&vapautua&höllentää&löysentää&hellittää&ottaa rennosti&rauhoittua&oleilla&oleskella&istua mukavasti&levätä&heltyä&pehmetä&löyhätä&hiljentää&löysätä&tasaantua&tyyntyä&laantua&huvitella&höltyä;menetellä&tehdä rentoutuneeksi&muuttua&seestyä&pienentää&leikkiä&tuntea olonsa kotoisaksi&pysähtyä&irroitella&pitää tauko&istahtaa alas&purkaa&nauraa&rentoutuminen&tsillata&chillata&relata;toimia&käyttäytyä&tehdä&menetellä&rentouttaa&tehdä rentoutuneeksi&muuttua&kääntyä&seestyä&vähentää&pienentää&leikkiä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
relax_2_,_to.svg;rentoutua&vapautua&höllentää&löysentää&hellittää&ottaa rennosti&rauhoittua&oleilla&oleskella&istua mukavasti&levätä&heltyä&pehmetä&löyhätä&hiljentää&löysätä&tasaantua&tyyntyä&laantua&huvitella&höltyä;menetellä&tehdä rentoutuneeksi&muuttua&seestyä&pienentää&leikkiä&tuntea olonsa kotoisaksi&pysähtyä&irroitella&pitää tauko&istahtaa alas&purkaa&nauraa&rentoutuminen&tsillata&chillata&relata;toimia&käyttäytyä&tehdä&menetellä&rentouttaa&tehdä rentoutuneeksi&muuttua&kääntyä&seestyä&vähentää&pienentää&leikkiä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
remove_,_to.svg;poistaa&erittää&ulostaa&päästää&irrottaa&ottaa pois&vetää jk pois jstak&leikata pois&käyttää punakynää&pyyhkiä&peittää&peittää näkyvistä&vähentää&suorittaa poistoja&hävittää&karsia&tehdä loppu jstk&pyyhkiä pois&pyyhkäistä pois&poistaa käytöstä&estää&kytkeä pois päältä&raivata&irrottaa limaa&tyhjentää&purkaa&mitätöidä&peruuttaa&kumota&murtaa&kovertaa&kaivaa tyhjäksi&leikata&typistää&korjata&lannoittaa&vesoa&tyvestää&oksia&heittää ulos&jättää ulkopuolelle&potkaista pellolle&ajaa pois&häätää&yliviivata&vetää yli&vetää&vetää pois&hankkiutua eroon&poistaa myynnistä&vetää pois markkinoilta&lähettää ulos&toimittaa ulos&lakkauttaa&päästä eroon&lopettaa&eliminoida&hylätä;torjua&röyhtäistä&erottaa&seuloa&karkottaa&supistaa&riisua&haihduttaa&dumpata&lakkoilla&evätä;röyhtäistä&pakottaa ulos&hengittää ulos&levitä&levittää&päästää ulos&kantautua jostakin&kulkeutua jostakin&levitä jostakin&säteillä jostakin&kantautua&poistaa karvat&epiloida&hikoilla&tihkua&kohota&pursua&virtsata&pissiä&tehdä lätäkkö&pissata&tehdä tarpeensa&kusta&heittää vettä&tyhjentää suoli&paskoa&paskantaa&kakkia&kakata&oksentaa&tyhjentää suolensa&antaa ylen&yökätä&yrjötä&heittää laattaa&laatata&purjota&syöstä&vapauttaa&muuttaa&latvoa&poistaa ydin&kuoria&äyskäröidä&riisua&riisuutua&raastaa&repiä&riisuuntua&puhdistaa&nyppiä&puhaltaa&selvittää kurkkua&kakistella&korjata pois&kuljettaa pois&nostaa&repäistä&riuhtaista&repiä irti&poistaa kivet&poistaa siemenet&nostaa saranoilta&poistaa muruset&jäytää&kalvaa&tuhota&kerätä&huuhdella&poistaa aivolisäke&poistaa kaasua&poistaa kuori&häipyä&hälvetä&karistaa&poistaa myrkkyhampaat&poistaa luut&suolistaa&poistaa sisukset&poistaa sisälmykset&silpiä&poistaa sarvet&skalpeerata&viedä päänahka&muokata&toimittaa&editoida&säteillä&kitkeä rikkaruohot&kitkeä&alentaa arvoa&kondensoida&harventaa&neutraloida&kytkeä irti&sammuttaa paineaallot&hukuttaa&nujertaa&tehdä loppu&poistaa kalkkia&poistaa myrkky&tehdä myrkyttömäksi&olla vuoteenomana&huumata&leikata siivet&kuplia&poreilla&poistaa ioneja&poistaa jodia&poistaa karsta&puhdistaa syöpäläisistä&kaivaa&harjata&pestä&pestä pois&huuhtoa pois&desorboida&poistaa suolat&demineralisoida&ottaa haltuun&jättää pois&sensuroida&tutkia&perua&rikkoa&pettää&syödä sanansa&rikkoa lupaus&tehdä vaarattomaksi&pyyhkiä pölyt&tomuttaa&ruopata&kuluttaa&amputoida&katkaista&kuurnia&kuurnita&kuoria kerma päältä&ruotia&suomustaa&ympärileikata&kaivertaa&tehdä uurre&uurtaa&tehdä reikiä&rei'ittää&imeä&kaivaa maata&pitää paikoillaan&pitää aloillaan&pidätellä&laskea vesille&kaivella&kääntää&tonkia&kaivaa pois&kauhoa&lappaa&nostaa pois&kaivaa esiin&ammentaa&kaapia&keritä&leikata saksilla&katkaista yläpää&typistää latvasta&vetää ulos&ottaa esiin&ottaa ulos&perata&kuljettaa&kantaa&viedä&kuskata&kärrätä&viedä pois&näyttää ovea&torjua&paljastaa&ottaa pakkauksesta&keventää&purkaa sähkövaraus&riisua satula&hankkiutua&heittää pois&manata pois&ajaa ulos&imeä ulos&ammentaa kauhalla&lusikoida&poistaa sisus&ottaa sisälmykset&poistaa pää&nykäistä&vetäistä&poimia&nyppiä irti&nyppiä pois&kiskaista&siirtää&vetää esiin&suodattaa&ottaa&viskata menemään&heittää menemään&heittää roskiin&kitkeä pois&kammata&maksaa työnteolla&jättää&tehdä bänät&hakea&ilmata&tehdä kofeiinittomaksi&poistaa hiilihappo&poistaa aivot&poistaa kloori&poistaa rasva&poistaa fibriinit&ottaa pois pörssilistauksesta&siirtää pois tavanomaiselta paikaltaan&poistaa happi&poistaa väriaine&poistaa rikki&poistaa punkit&poistaa katkaravun ruuansulatuskanava&nylkeä&irrottaa kuonaa&riisua ohjakset&karkottaa&potkaista ulos&vainota&sortaa&vieraannuttaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
rest_,_to.svg;levätä&istua mukavasti&ottaa rennosti&rentoutua&hengähtää&antaa hengityksen tasaantua&pitää tauko&huilia&levähtää&huilata&istua orrella&istua&kyyhöttää&olla;torkkua&rauhoittua&istuutua&polvistua&seisoa&olla makuuasennossa&loikoa&olla tauolla&sijaita&nukkua&huoahtaa&maata&pahna&lepohetki&paussi&lepuuttaa&mennä nukkumaan&virua&makoilla&relata&ottaa happea&köllöttää;nukkua&koisata&vetää lonkkaa&levyttää&vetää unta palloon&uinua&goijata&tutia&torkkua&höllentää&löysentää&hellittää&rauhoittua&keskeyttää&istuutua&polvistua&seistä&seisoa&maata&olla makuuasennossa&loikoilla&loikoa&olla tauolla&sijaita;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
return_,_to.svg;palata;saapua&langeta&kotiutua&rento&takaisin;sortua uudelleen&hairahtaa&sortua&uusia rikos&jäädä jälkeen&kokea takaisku&langeta&herätä henkiin&nousta kuolleista&herätä kuolleista&muuttua&muuttua päinvastaiseksi&vaihtua&vaihtaa päinvastaiseksi&palautua&ilmaantua&ilmestyä&tulla näkyviin&ilmestyä takaisin&elpyä&tointua&merkitä&tarkoittaa&käyttää&hyödyntää&soveltaa&kulkea&liikkua&käydä taas&selvittää&jäljittää&kääntyä&tehdä täyskäännös&palata ajassa taaksepäin&palata asuinsijoilleen&mennä kotiin&suunnata kotiin&vaihtaa omistajaa&tulla jkn osaksi&päätyä jllk;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
return_book_,_to.svg;palauttaa&tuoda&virvoittaa&herättää&elvyttää&tuoda eloa&elävöittää&höltyä&löyhtyä&muistuttaa&palata&purkaa&viedä takaisin&hyvittää&maksaa takaisin&antaa takaisin&antaa&saattaa voimaan uudelleen&ottaa takaisin käyttöön&palauttaa kunnia;muuttaa&uudistaa&herätä henkiin&löysätä&haastaa&antaa arvioitavaksi&tarkoittaa&kantaa&uusia&siirtää&koitua&siirtää haltuun&maksaa&syöttää takaisin&tehdä vastapalvelus&ennallistaa&asettaa jälleen&replika&repliikki&rento&entistää;havahtua&herätä&muuttaa&synnyttää uudelleen&uudistaa&herätä henkiin&höllentää&avata&löysätä&haastaa&jättää arvioitavaksi&antaa arvioitavaksi&merkitä&tarkoittaa&kuljettaa&kantaa&luoda uudelleen&uusia&viedä&nostaa&siirtää&koitua&siirtää haltuun&maksaa&syöttää takaisin&antaa vastalahja&tehdä vastapalvelus&entisöidä&ennallistaa&asettaa jälleen;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
rewind.svg;kelata taaksepäin;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
ride_car_,_to.svg;ajaa autoa;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
ring_bell_,_to.svg;soittaa ovikelloa;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
ring_doorbell_,_to.svg;soittaa ovikelloa;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
rinse_,_to.svg;huuhdella&kurlata&puhdistaa&huuhtoa&laskea&huuhtoutua;pestä&hoitaa&vetää jk pois jstak&kastaa&kastella&levitä&valuttaa läpi&pyykätä&huuhtoa malmia&virrata&škola&öblít;siistiä&pestä&hoitaa&irrottaa&poistaa&ottaa pois&vetää jk pois jstak&kastella läpimäräksi&valella&kastella&kastaa&värjätä&levitä&valuttaa läpi&pestä vaatteita&pyykätä&huuhtoa malmia&virrata;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
rock_chair_,_to.svg;keinua tuolilla;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
rollerskate_,_to.svg;rullaluistella;luistella&rullaluistin;luistella;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
roll_dice_,_to.svg;heittää noppaa;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
roll_over_,_to.svg;pyöriä&toimia&käydä&harhailla&palloilla&kiertää rataansa&kiertää&kääntyä&pyöriä ympäri&pyörähdellä&kieppua&solista&pyörteillä&pyöriä myötäpäivään&pyöriä vastapäivään&juosta&liikkua&olla vauhdissa&maleksia&lorvailla&lorvia&vetelehtiä&laiskotella&hengailla&viivytellä&viipyillä&vaania&tungeksia&seisoksia&munia&roikkua;kiertää kiinni&ruuvata&kierittää&tehdä kahta työtä&olla käynnissä&sorvata&leikata&viedä&siirtyä&rientää&kulkea eteenpäin&liikkua taaksepäin&kierrellä&pyörittää&pyöriä kuin hyrrä&virrata&seurustella&päästää vapaaksi&hoitaa&suorittaa&olla&kuljeskella&kieriä&vieriä&vyöryä&vuoro&hapantua&turn away&abrasive disc;ruuvata&kiertää kiinni&kietoa&kääriä&rullata&keriä&kierittää&palvella kahta tarkoitusta&tehdä kahta työtä&olla käynnissä&muovata&sorvata&leikata&siirtää&viedä&kulkea&mennä&siirtyä&rientää&edetä&mennä eteenpäin&jatkua&kulua&siirtää eteenpäin&jatkaa&siirtyä eteenpäin&kulkea eteenpäin&liikkua taaksepäin&kiertää ympyrää&kierrellä&kääntää&pyörittää&pyöriä kuin hyrrä&virrata&seurustella&päästää vapaaksi&hoitaa&palvella&suorittaa&olla&kuljeksia&kuljeskella;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
rub_,_to.svg;hieroa;hiertää&hivuttaa&hykertää&kahnata&kehnätä&kihnata&kihnuttaa&kuoputtaa&kyhnyttää&sivellä&vatkata&ärsyttää&pusertaa;ärsyttää&hoitaa&käsitellä&sitkostaa&pureskella&viljellä&toimia&muokkautua;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
scrub_,_to.svg;hangata&kuluttaa&kalvaa&syövyttää&lahottaa&rapauttaa&hinkata&hiertää&erodoitua&kulua&hioa&hankautua&pureutua&hieroa&raapia&kutista&syyhytä&rapsuttaa;harjata&ärsyttää&laahata&viistää&pyyhkiä&kihnuttaa&kahnata&kyhnyttää&kiillottaa&hankaus&jynssätä;ärsyttää&syöpyä&ruostua&lämmittää&koskettaa&kuljettaa&viedä&liikuttaa&harjata&pyyhkiä&kiillottaa&puunata&hangata hohkakivellä&mitoittaa yhdenmukaiseksi&soseuttaa&pestä sienellä&kuivata sienellä&retuuttaa&kuurata&jynssätä&jyystää&tuhria&töhriä&tahria&sutata&liata&tahrata&silotella&tasoittaa&karhentaa&hangata nilelle&raspata&viilata&pyyhkäistä&kirskua&narskua&puhkaista&raastaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
seal_envelope_,_to.svg;sinetöidä;ratkaista&kiinnittää&lopettaa;päättää&tehdä päätös&ratkaista&kiinnittää;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
separate_,_to.svg;erottaa&lakkauttaa&jakaa&irrottaa&eristää&havaita ero&huomata ero&tehdä ero&pystyä erottamaan&tuntea&tunnistaa&erottua&identifioida&löytää&havaita&kuvata&nimetä&pitää erillään&suodattaa&siivilöidä&seuloa&purkaa&haihduttaa&karkottaa&hajottaa&hajaannuttaa&erotella&jaotella&huomata&nähdä&bongata&tajuta&pakottaa eroamaan&potkia pois&antaa kenkää&antaa potkut&syrjäyttää&irtisanoa&sanoa irti&hylätä&lähettää pois&karkottaa määräajaksi;muunnella&keksiä&halkaista&loitontaa&katkaista välit&poistaa&kuulla&lohkaista&getrennt&aparta&lay off&cerno&separat&make out&scatter&cubicle&separately&separar&differentioida&erillinen&eri&irtonainen&erillään (''adverb'')&erottaa (toisistaan)&irrota (''of pieces'')&diskriminoida&detektoida&pyhittää;muunnella&riistää&köyhdyttää&dialysoida&peptisoida&jakaa osiin&murtaa&särkeä&särkyä&hajota&sirpaloitua&pirstoutua&hajota palasiksi&rikkoutua&liottaa&lokeroida&paloitella&osastoida&polarisoitua&siirtää gettoon asumaan&eristäytyä&erottautua&vetäytyä&pitää karanteenissa&panna karanteeniin&jättää asumattomalle saarelle&esieristää&erotella tarkasti&leimata&selvittää sukupuoli&määrittää sukupuoli&yksilöidä&yksilöllistää&verrata&vertailla&luokitella&luokittaa&lajitella&ryhmittää&asettaa vastakkain&erottaa vastakohtana&rajoittaa&merkitä&luonnehtia&erottaa kirkon yhteydestä&erottaa kirkosta&julistaa kirkonkiroukseen&katkaista yhteys&kammata&karstata&louhia&jakotislata&rullata auki&suoristaa&oikoa&peruuttaa&kumota&huuhtoa malmia&katkaista&repeytyä&repiä&puhdistaa puuvillaa&irrota&panna poikki&erota&panna välit poikki&revetä&katketa&napsahtaa poikki&dispergoida&siirtää&viedä&ajaa pois&käännyttää takaisin&ajaa jku tiehensä&hätistää&häätää&hälventää&aidoittaa&aidata&sulkea&revetä irti&käsittää&hahmottaa&saada näkyviinsä&saada&hankkia&päästää eläkkeelle&siirtää eläkkeelle&panna viralta&savustaa&pakkolomauttaa&lomauttaa&jättää pois&pudottaa&vetää pois&ajaa tiehensä&vapauttaa palveluksesta&pakottaa lähtemään virasta&vapauttaa&päästää lähtemään&kutsua vaihtopenkille&ottaa pelaaja pois kentältä&siirtää vaihtopenkille&erottaa määräajaksi&sulkea ulkopuolelle&diskriminoida&syrjiä&olla luonteenomaista&olla ominaista;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
serve_2_,_to.svg;tarjoilla&tarjota&jaella&jakaa&asettaa tarjolle&panna lautasille&heittää&pilata&palvella&hoitaa&huolehtia&avustaa;antaa&tehdä työtä&jelppiä&toimia yläluokkalaisen "orjana"&odottaa&odotus&odotella&syöttö&kosia&toimia&kohdella&käyttää&saattaa tietoon&toimittaa&istua&astua&syöttää&rihmata&tappaa;järjestää&hankkia&tyrkyttää&antaa&tehdä kovasti töitä&tehdä työtä&auttaa&olla avuksi&jeesata&jelpata&jelppiä&toimia yläluokkalaisen "orjana";ihmiset & tekeminen & aktiviteetti & toiminta & puuha
set_table_,_to.svg;kattaa;verhota&varautua&päällystää&asfaltoida&sementoida&haukkua&pakka&peittyä&kaakeli&fliese&garer&suojus&yläosa&peitellä&betäcka&skydd&cobrir&gedeck&peite&azulejo&aisata&abdecken&krýt&haukahtaa;valmistaa&valmistella&pohjustaa&panna kuntoon&varustaa&varustautua&valmistautua&varautua&jälleenvakuuttaa&taata&pitää aseen kantama-alueella&kattaa oljilla&kattaa päreillä&neuloa&ommella&harsia&kursia kokoon&kursia&kattaa kivilaatoilla&turvata&vapauttaa vastuusta&antaa&tarjota&kalustaa&suojata&olla&pitää sisällään&käsittää&sulkea sisäänsä&sulkea piiriinsä&kuulua&korvata&hyvittää&ylikompensoida&kompensoida&mennä ristiin&halkoa&leikata&kestää&pyyhkiä&ylittää&pyyhkiä yli&olla limittäin&limittyä&olla osittain päällekkäinen&levitä&jatkua harjanteena&pilkuttaa&kuvioida&olla osa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
sew_,_to.svg;ommella&suturoida&neuloa&harsia&kursia kokoon&kursia&räätälöidä&tehdä tilaustyönä&vaatehtia&leikata;hitsata&kotkata&kuroa&liittää&naulata&niitata&pehmustaa;pehmustaa&yhtyä&liittää yhteen&yhdistää&saumata&palttaa&päärmätä&ommella uudelleen&luotella&ommella takapistoja&parsia&poimuttaa&rypyttää&laskostaa&taivuttaa&ommella näkymättömin pistoin&kattaa&ommella päärmepistoin&tikata&kiinnittää&napittaa&leikata kaistaleiksi&suunnitella&muodostaa&muokata&muuttaa&oikaista&kirjailla&koruommella&kirjoa&koristaa tereellä&applikoida&päällikeommella&kutoa&luoda silmukat&päättää silmukat;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
shake_,_to.svg;täristä&tutista&vapista&väristä&vavista&hytistä&horjua&vavahdella&värähdellä&ravistaa&ravistella&sekoittaa&täristää;liikkua refleksinomaisesti&pöyhiä&viedä&leyhytellä&väpistä&saada tykyttämään&ilmastaa&heittelehtiä&tutisuttaa&hetkuttaa;liikkua tahtomattaan&liikkua refleksinomaisesti&pöyhiä&siirtää&viedä&leyhytellä&pamppailla&värisyttää&väpistä&saada tykyttämään&ilmastaa&helisyttää&kalistaa&rämistellä&helistää&kalistella&heittelehtiä&heiluttaa&hytkyttää&hytisyttää&tutisuttaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
shake_hands_,_to.svg;kätellä&heristää&pudistaa&paiskata kättä;tervehtiä&viittoa&hetkuttaa;tervehtiä&elehtiä&viittoilla&viittoa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
shake_something_,_to.svg;sekoittaa&täyttää sikin sokin&sotkea&yhdistää&häiritä&saattaa epäjärjestykseen&panna sekaisin&satunnaistaa&hämärtää&peittää&pimittää&peittää näkyvistä&verhota&sulauttaa&yhdistellä&sekoittua&sulautua&lisätä&käännellä&varioida&vaihdella&liuottaa&väärentää&jatkaa&laimentaa&huonontaa&vesittää&peukaloida&järkyttää&sekoittaa keskenään&erehtyä&hämmentää&tehdä sekavaksi&samentaa&sumentaa&hämätä&hämäännyttää&häkellyttää&sekaannuttaa&saada hämilleen&saada ymmälleen&huumata&hämmästyttää&kiusata&pistää&ärsyttää&kummastuttaa&mystifioida&saattaa ymmälle&saattaa ymmälleen&ällistyttää&typerryttää&mykistää&hämmennyttää&askarruttaa&hämmentyä&mennä päästään pyörällä&pörröttää&pörhistää&jakaa vilpillisesti&panna väreilemään&siirtää&muuttaa&sulauttaa yhteen&sekoittaa seokseksi&solmia&valmistaa&ravistaa&ravistella&täristä&täristää&möyhiä&vatkata&agitoida&kiihdyttää&kuohuttaa&kiihottaa&lietsoa&herättää&nostattaa;muunnella&pirskauttaa&yhdistää uudelleen&pilata&kuivattaa&tärvellä&pyyhkiä pois&sekoittaa oikeassa mittasuhteessa&kasvaa yhteen&konjugoida&sekoittaa joukkoon&seostaa&monipuolistaa&kuvioida&sulaa&liueta&ohentaa&täyttää&sisällyttää&sovittaa keskenään&luulla muuksi&demoralisoida&syntetisoida&stimuloida&päihdyttää&koskea&käsitellä&kiertää&työntyä&koota&pöyhiä&tehdä munakokkelia&sekoittaa uudelleen&sekoittaa korttipakka&kohentaa&sekoittaa yhteen&huovuttaa&saada satimeen&viskellä&punoa yhteen&nostaa&hitsata&kursia&tehdä&saattaa hämilleen&viedä&leyhytellä&väristä&värähdellä&saada tykyttämään&ilmastaa&heittelehtiä&tutisuttaa&harhauttaa&aiheuttaa hämminkiä&olla&olla käsittämätön jklle&myllertää&soseuttaa&möhliä&mingle&kömpiä&mezclar&fluster&coloris&bewilder&meddle;muunnella&pirskauttaa&yhdistää uudelleen&turmella&pilata&kuivattaa&tärvellä&hävittää&pyyhkiä pois&mitata&sekoittaa oikeassa mittasuhteessa&kasvaa yhteen&konjugoida&sekoittaa joukkoon&lejeerata&seostaa&monipuolistaa&kirjavoittaa&kuvioida&sulattaa&sulaa&liueta&ohentaa&täyttää&sisällyttää&sulattaa yhteen&sovittaa keskenään&luulla muuksi&demoralisoida&syntetisoida&yllyttää&stimuloida&juovuttaa&juopotella&päihdyttää&koskea&käsitellä&kiertää&tunkeutua&lävistää&läpäistä&työntyä&koota yhteen&koota&pöyhiä&vispata&tehdä munakokkelia&kirnuta&sekoittaa uudelleen&sekoittaa korttipakka&kohentaa&sekoittaa yhteen&huovuttaa&kietoa verkkoon&pyydystää&saada satimeen&viskellä&punoa&kietoa&limittää&punoa yhteen&nostaa&hitsata&asentaa&kasata&liittää&harsia&kiinnittää&kursia&kokata&laittaa&tehdä&hermostuttaa&tehdä levottomaksi&saattaa hämilleen&viedä&leyhytellä&väristä&vavahdella&värähdellä&saada tykyttämään&ilmastaa&helisyttää&kalistaa&rämistellä&helistää&kalistella&heittelehtiä&heiluttaa&hytkyttää&hytisyttää&tutisuttaa&johtaa harhaan&eksyttää&harhauttaa&aiheuttaa hämminkiä&olla&olla käsittämätön jklle;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
